Mã trạm;Chỉ số AQI;Vị trí;Tên trạm;Url;Chất ô nhiễm chủ đạo;CO;Sương;Độ ẩm;NO2;O3;Áp suất;Bụi PM10;Bụi PM2.5;SO2;Nhiệt độ;Tốc độ gió;Thời gian cập nhật;Múi giờ;Trạng thái cảnh báo;Mức độ cảnh báo;Column1;_1;_2;_3
13014;109.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;8.00;0;7700;-;-;1,015.00;61.00;109.00;-;2100;380;25/01/2021 18:00;+07:00;#NAME?;#NAME?;;;;
13252;185.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;0;7340;-;1.00;985.60;185.00;174.00;1.00;2260;200;25/01/2021 19:00;+07:00;#NAME?;#NAME?;;;;
8767;137.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;0;6200;-;-;1,007.00;0.00;137.00;-;3100;510;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
8688;130.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;0;5300;-;-;1,014.00;0.00;-;-;2500;410;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
8641;134.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;0;5300;10.10;4.50;1,014.00;0.00;134.00;1.60;2500;410;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13012;26.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;3.00;0;3760;9.00;24.00;925.40;25.00;26.00;1.00;2900;300;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
12488;17.00;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;pm25;2.00;0;7800;-;-;1,014.00;21.00;17.00;-;2400;360;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13251;126.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;0;5700;23.00;2.00;1,014.00;87.00;126.00;2.00;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12976;176.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;9.00;0;6800;16.00;24.00;1,017.00;102.00;176.00;4.00;1900;50;23/01/2021 11:00;+07:00;#NAME?;#NAME?;;;;
13250;103.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;42.00;0;7670;3.00;1.00;1,003.70;65.00;103.00;33.00;2260;200;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
5507;44.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;0;8530;5.00;26.00;1,002.90;23.00;44.00;-;2320;100;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
11778;20.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;4.00;0;8530;18.00;-;1,002.90;12.00;20.00;7.00;2320;100;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12958;75.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;2.00;0;5300;10.00;33.00;1,014.00;55.00;75.00;2.00;2500;410;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
12957;92.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;3.00;0;5700;4.00;-;1,014.00;59.00;92.00;3.00;2450;380;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13015;117.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;15.00;0;5700;27.00;-;1,014.00;82.00;117.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;73.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;0;5700;11.00;-;1,014.00;51.00;73.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13019;86.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;6.00;0;5700;25.00;-;1,014.00;56.00;86.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13026;104.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;5.00;0;5700;22.00;3.00;1,014.00;64.00;104.00;1.00;2450;380;26/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;3.00;0;7800;1.00;29.00;1,014.00;-;-;6.00;2400;460;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;1.00;0;6100;2.00;27.00;1,011.00;-;-;3.00;2700;820;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
13017;113.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;8.00;0;5700;14.00;-;1,014.00;83.00;113.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13020;-;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;5.00;0;5700;8.00;-;1,014.00;47.00;71.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13013;117.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;8.00;0;5700;20.00;-;1,014.00;69.00;117.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13014;79.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;6.00;0;5700;-;-;1,014.00;55.00;79.00;-;2450;380;26/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13252;188.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;0;7580;-;1.00;987.80;186.00;188.00;1.00;1980;200;26/01/2021 16:00;+07:00;#NAME?;#NAME?;;;;
8767;117.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;0;6000;-;-;1,007.00;0.00;117.00;-;3050;460;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
8688;97.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;0;6000;-;-;1,013.00;0.00;-;-;2300;250;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
8641;109.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.20;0;6000;15.60;3.70;1,013.00;0.00;109.00;2.10;2300;250;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13012;14.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;2.00;0;4890;3.00;25.00;925.20;14.00;14.00;1.00;2860;200;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;1.00;0;7800;-;-;1,014.00;21.00;17.00;-;2400;360;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13251;87.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;13.00;0;6000;19.00;3.00;1,014.00;71.00;87.00;2.00;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
12976;67.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;2.00;0;6000;9.00;24.00;1,013.00;53.00;67.00;3.00;2300;250;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13250;63.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm10;41.00;0;8400;1.00;3.00;1,003.30;63.00;28.00;60.00;2040;300;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
5507;45.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;0;8000;5.00;13.00;1,002.30;26.00;45.00;-;2180;100;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
11778;22.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;6.00;0;8000;18.00;-;1,002.30;13.00;22.00;7.00;2180;100;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
12958;142.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;5.00;0;6000;34.00;24.00;1,013.00;77.00;142.00;11.00;2300;250;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12957;106.00;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;pm25;4.00;0;6000;5.00;-;1,013.00;60.00;106.00;3.00;2300;250;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13015;88.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;48.00;0;6000;50.00;-;1,014.00;58.00;88.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13018;71.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;4.00;0;6000;13.00;-;1,014.00;47.00;71.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13019;63.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;5.00;0;6000;21.00;-;1,014.00;46.00;63.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13026;80.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;5.00;0;6000;12.00;5.00;1,014.00;53.00;80.00;1.00;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;9.00;0;7300;1.00;23.00;1,013.00;-;-;6.00;2400;150;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;0;7800;4.00;27.00;1,012.00;-;-;3.00;2400;560;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13017;84.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;5.00;0;6000;8.00;-;1,014.00;64.00;84.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13020;72.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;5.00;0;6000;8.00;-;1,014.00;47.00;72.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13013;82.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;9.00;0;6000;19.00;-;1,014.00;56.00;82.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13014;65.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;4.00;0;6000;-;-;1,014.00;46.00;65.00;-;2300;300;27/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;199.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;0;6770;-;1.00;986.80;199.00;191.00;1.00;2080;200;27/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
8767;91.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;0;3400;-;-;1,009.50;0.00;91.00;-;3250;250;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
8688;143.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;0;4900;-;-;1,018.00;0.00;-;-;2200;300;29/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
8641;164.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.20;0;4900;14.20;0.90;1,018.00;0.00;164.00;5.10;2200;300;29/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13012;30.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;2.00;0;5480;5.00;41.00;928.20;22.00;30.00;2.00;2320;500;29/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12488;35.00;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;pm25;2.00;0;6900;-;-;1,018.00;20.00;35.00;-;2400;720;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13251;141.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;12.00;0;4900;24.00;3.00;1,019.00;99.00;141.00;1.00;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
12976;-;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;5.00;0;4900;19.00;24.00;1,019.00;55.00;75.00;13.00;2200;360;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13250;113.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;30.00;0;7010;3.00;23.00;1,009.30;53.00;113.00;46.00;1750;200;29/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
5507;46.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;0;7190;5.00;23.00;1,007.10;31.00;46.00;-;1960;100;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
11778;16.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;6.00;0;7190;22.00;-;1,007.10;12.00;16.00;20.00;1960;100;29/01/2021 13:00;+07:00;#NAME?;#NAME?;;;;
12958;118.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;5.00;0;4900;32.00;15.00;1,019.00;70.00;118.00;25.00;2200;360;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;3.00;0;4900;12.00;-;1,019.00;74.00;119.00;9.00;2200;360;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13015;145.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;38.00;0;4900;54.00;-;1,019.00;98.00;145.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13018;96.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;6.00;0;4900;22.00;-;1,019.00;60.00;96.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13019;106.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;10.00;0;4900;30.00;-;1,019.00;64.00;106.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13026;134.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;6.00;0;4900;18.00;5.00;1,019.00;74.00;134.00;1.00;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;6.00;0;6300;1.00;63.00;1,017.50;-;-;6.00;2500;510;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;4.00;0;5700;5.00;42.00;1,015.00;-;-;3.00;2700;970;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13017;139.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;10.00;0;4900;15.00;-;1,019.00;97.00;139.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13020;94.00;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;pm25;10.00;0;4900;16.00;-;1,019.00;61.00;94.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13013;138.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;18.00;0;4900;28.00;-;1,019.00;96.00;138.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13014;99.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;10.00;0;4900;-;-;1,019.00;65.00;99.00;-;2200;330;29/01/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13252;139.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;0;5690;-;1.00;992.60;126.00;139.00;1.00;1700;300;29/01/2021 15:00;+07:00;#NAME?;#NAME?;;;;
8767;87.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;0;6500;-;-;1,012.00;0.00;87.00;-;2600;200;30/01/2021 21:00;+07:00;#NAME?;#NAME?;;;;
8688;180.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;0;7700;-;-;1,020.00;0.00;-;-;1800;150;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
8641;215.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.20;0;7700;13.30;0.90;1,020.00;0.00;215.00;3.10;1800;150;30/01/2021 21:00;+07:00;#NAME?;#NAME?;;;;
13012;32.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;2.00;0;7620;3.00;27.00;927.40;22.00;32.00;2.00;1920;400;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
12488;21.00;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;pm25;1.00;0;8800;-;-;1,019.00;20.00;21.00;-;2200;230;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13251;183.00;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;pm25;13.00;0;8200;29.00;2.00;1,019.00;160.00;183.00;1.00;1800;200;30/01/2021 19:00;+07:00;#NAME?;#NAME?;;;;
12976;137.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;7.00;0;7700;19.00;23.00;1,020.00;71.00;137.00;4.00;1800;150;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13250;175.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;38.00;0;9030;7.00;8.00;1,007.60;69.00;175.00;150.00;1630;15000;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
5507;54.00;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;pm25;-;0;9150;5.00;16.00;1,005.40;28.00;54.00;-;1740;100;30/01/2021 21:00;+07:00;#NAME?;#NAME?;;;;
11778;12.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm25;5.00;0;9150;12.00;-;1,005.40;8.00;12.00;99.00;700;100;30/01/2021 21:00;+07:00;#NAME?;#NAME?;;;;
12958;182.00;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;pm25;6.00;0;7700;27.00;5.00;1,020.00;99.00;182.00;3.00;1800;150;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;3.00;0;7700;21.00;-;1,020.00;74.00;119.00;4.00;1800;200;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13015;192.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;34.00;0;8200;48.00;-;1,019.00;147.00;192.00;-;1800;200;30/01/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13018;161.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;13.00;0;8200;34.00;-;1,019.00;102.00;161.00;-;1800;200;30/01/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13019;178.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm25;17.00;0;8200;49.00;-;1,019.00;118.00;178.00;-;1800;200;30/01/2021 20:00;+07:00;#NAME?;#NAME?;;;;
13026;186.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;17.00;0;8200;31.00;1.00;1,019.00;128.00;186.00;2.00;1800;200;30/01/2021 20:00;+07:00;#NAME?;#NAME?;;;;
1584;-;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;;13.00;0;8800;1.00;11.00;1,018.00;-;-;6.00;2100;50;30/01/2021 21:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;0;7300;2.00;38.00;1,016.00;-;-;3.00;2400;410;30/01/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13017;189.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;15.00;0;8200;35.00;-;1,019.00;158.00;189.00;-;1800;200;30/01/2021 20:00;+07:00;#NAME?;#NAME?;;;;
