Mã trạm;Chỉ số AQI;Vị trí;Tên trạm;Url;Chất ô nhiễm chủ đạo;CO;Sương;Độ ẩm;NO2;O3;Áp suất;Bụi PM10;Bụi PM2.5;SO2;Nhiệt độ;Tốc độ gió;Thời gian cập nhật;Múi giờ;Trạng thái cảnh báo;Mức độ cảnh báo;Column1;_1;_2;_3
13013;135.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;33.00;1400;8450;34.00;-;1,020.00;97.00;135.00;-;1650;200;26/11/2021 6:00;+07:00;#NAME?;#NAME?;;;;
13014;133.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;4.00;1400;8450;-;-;1,020.00;70.00;133.00;-;1650;200;26/11/2021 6:00;+07:00;#NAME?;#NAME?;;;;
13252;87.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm25;-;1370;9870;20.00;4.00;992.20;79.00;87.00;1.00;1390;100;26/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
8767;93.00;10.782978,106.700711;Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh);https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate;pm25;-;2550;8550;-;-;1,006.00;-;93.00;-;2800;100;29/11/2021 14:00;+07:00;#NAME?;#NAME?;;;;
8688;52.00;21.0811211,105.8180306;United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội);https://aqicn.org/city/vietnam/hanoi/unis;aqi;-;2800;8900;-;-;1,008.00;-;52.00;-;3000;410;17/08/2021 22:00;+07:00;#NAME?;#NAME?;;;;
8641;107.00;21.0215063,105.8188748;Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội);https://aqicn.org/city/vietnam/hanoi/us-embassy;pm25;0.10;1300;4200;13.30;3.30;1,015.00;-;107.00;6.60;2700;150;29/11/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13012;4.00;13.998599,107.996482;Gia Lai/phường Thống Nhất - Pleiku, Vietnam;https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku;pm25;1.00;2090;9700;1.00;6.00;923.80;4.00;4.00;1.00;2140;300;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12488;-;16.46226,107.596351;Thừa Thiên Huế/83 Hùng Vương, Vietnam;https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong;;13.00;2200;10000;-;-;1,014.50;-;-;-;2200;280;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13251;-;21.04975,105.74187;Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem;;10.00;2700;9100;-;2.00;1,007.00;-;-;-;2850;200;07/10/2021 8:00;+07:00;#NAME?;#NAME?;;;;
12976;67.00;21.1137452,105.9268934;Bắc Ninh/Châu Khê, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/chau-khe;pm25;5.00;2200;5200;12.00;8.00;1,000.00;53.00;67.00;9.00;3300;300;28/06/2021 22:00;+07:00;#NAME?;#NAME?;;;;
13250;10.00;22.3221386,104.1214227;Lào Cai/KCN TALOONG1, Vietnam;https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1;pm25;50.00;1520;5550;-;2.00;1,005.00;5.00;10.00;434.00;2470;200;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
5507;-;20.9416,107.1158;Ha Long, Vietnam (Tp Hạ Long);https://aqicn.org/city/vietnam/ha-long;;-;1660;5270;15.00;27.00;1,002.80;-;-;-;2710;100;29/11/2021 14:00;+07:00;#NAME?;#NAME?;;;;
11778;67.00;21.0357507,106.7641068;Quảng Ninh/UBND TP Uông Bí, Vietnam;https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi;pm10;12.00;1660;5270;44.00;20.00;1,002.80;67.00;66.00;55.00;2710;100;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12958;-;21.1232473,106.2883295;Bắc Ninh/Phong Cốc, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/phong-coc;;2.00;1300;4200;6.00;58.00;1,015.00;-;-;14.00;2700;100;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
12957;-;21.0272212,106.0342099;Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam;https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh;;6.00;1300;4200;-;-;1,015.00;-;-;13.00;2700;100;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13015;91.00;21.03982,105.84726;Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam;https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma;pm25;29.00;2200;7400;37.00;-;1,011.00;65.00;91.00;-;2700;280;27/04/2021 15:00;+07:00;#NAME?;#NAME?;;;;
13018;143.00;20.98832,105.854897;Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai;pm25;6.00;1700;8800;16.00;-;1,021.00;72.00;143.00;-;1900;100;29/11/2021 2:00;+07:00;#NAME?;#NAME?;;;;
13019;107.00;21.01994,105.77056;Hà Nội/UBND P. Mỹ Đình I, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i;pm10;5.00;1700;8500;20.00;-;1,021.00;107.00;89.00;-;1950;120;29/11/2021 7:00;+07:00;#NAME?;#NAME?;;;;
13026;148.00;21.01525,105.80013;Hà Nội/Chi cục BVMT, Vietnam;https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt;pm25;2.00;1300;4050;10.00;-;1,015.00;77.00;148.00;-;2750;120;29/11/2021 14:00;+07:00;#NAME?;#NAME?;;;;
1584;59.00;16.074,108.217;Da Nang, Vietnam (TP Đà Nẵng);https://aqicn.org/city/vietnam/da-nang;pm25;2.00;2200;9400;12.00;50.00;1,013.00;33.00;59.00;12.00;2300;460;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
1585;-;12.284358,109.192524;Nha Trang, Vietnam;https://aqicn.org/city/vietnam/nha-trang;;2.00;2400;8800;1.00;3.00;1,009.00;-;-;7.00;2600;540;29/11/2021 14:00;+07:00;#NAME?;#NAME?;;;;
13017;168.00;21.02022,105.81232;Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam;https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong;pm25;11.00;1150;4650;40.00;-;1,020.50;126.00;168.00;-;2350;100;29/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13020;-;21.00577,105.74842;Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam;https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem;;7.00;1700;8500;30.00;-;1,021.00;68.00;130.00;-;1950;120;29/11/2021 0:00;+07:00;#NAME?;#NAME?;;;;
13013;162.00;21.05121,105.78232;Hà Nội/36A Phạm Văn Đồng, Vietnam;https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong;pm25;20.00;1100;4600;37.00;-;1,021.00;108.00;162.00;-;2300;100;29/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13014;149.00;21.0072,105.83572;Hà Nội/Mầm non Kim Liên, Vietnam;https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien;pm25;7.00;1100;4600;-;-;1,021.00;76.00;149.00;-;2300;100;29/11/2021 9:00;+07:00;#NAME?;#NAME?;;;;
13252;114.00;22.6782,106.245;Cao Bằng/Trạm khí TTQT, Vietnam;http://cem.gov.vn/;pm10;-;1280;4640;5.00;2.00;988.50;114.00;77.00;2.00;2510;200;29/11/2021 15:00;+07:00;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
0;0.00;0;0;0;0;0.00;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0;#NAME?;#NAME?;;;;
